Round,Date,Team 1,FT,HT,Team 2,Year,Country,FT Team 1,FT Team 2,HT Team 1,HT Team 2,GGD,Team 1 (pts),Team 2 (pts)
20,(Wed) 27 Dec 1995 (W52),Bolton Wanderers FC ,0-2,0-1,Leeds United FC ,1995,ENG,0,2,0,1,2,0,3
20,(Wed) 27 Dec 1995 (W52),Manchester United FC ,2-0,1-0,Newcastle United FC ,1995,ENG,2,0,1,0,2,3,0
20,(Sat) 30 Dec 1995 (W52),Arsenal FC ,1-3,1-1,Wimbledon FC ,1995,ENG,1,3,1,1,2,0,3
20,(Sat) 30 Dec 1995 (W52),Blackburn Rovers FC ,2-1,2-0,Tottenham Hotspur FC ,1995,ENG,2,1,2,0,1,3,0
20,(Sat) 30 Dec 1995 (W52),Bolton Wanderers FC ,1-2,1-1,Coventry City FC ,1995,ENG,1,2,1,1,1,0,3
21,(Sat) 30 Dec 1995 (W52),Chelsea FC ,2-2,2-1,Liverpool FC ,1995,ENG,2,2,2,1,0,1,1
21,(Sat) 30 Dec 1995 (W52),Everton FC ,2-0,2-0,Leeds United FC ,1995,ENG,2,0,2,0,2,3,0
21,(Sat) 30 Dec 1995 (W52),Manchester United FC ,2-1,1-0,Queens Park Rangers FC ,1995,ENG,2,1,1,0,1,3,0
21,(Sat) 30 Dec 1995 (W52),Nottingham Forest FC ,1-0,1-0,Middlesbrough FC ,1995,ENG,1,0,1,0,1,3,0
21,(Mon) 1 Jan 1996 (W1),Coventry City FC ,1-1,0-0,Southampton FC ,1995,ENG,1,1,0,0,0,1,1
21,(Mon) 1 Jan 1996 (W1),Leeds United FC ,0-0,0-0,Blackburn Rovers FC ,1995,ENG,0,0,0,0,0,1,1
21,(Mon) 1 Jan 1996 (W1),Liverpool FC ,4-2,2-2,Nottingham Forest FC ,1995,ENG,4,2,2,2,2,3,0
21,(Mon) 1 Jan 1996 (W1),Manchester City FC ,2-1,1-0,West Ham United FC ,1995,ENG,2,1,1,0,1,3,0
21,(Mon) 1 Jan 1996 (W1),Middlesbrough FC ,0-2,0-2,Aston Villa FC ,1995,ENG,0,2,0,2,2,0,3
21,(Mon) 1 Jan 1996 (W1),Sheffield Wednesday FC ,4-2,2-0,Bolton Wanderers FC ,1995,ENG,4,2,2,0,2,3,0
22,(Mon) 1 Jan 1996 (W1),Tottenham Hotspur FC ,4-1,2-1,Manchester United FC ,1995,ENG,4,1,2,1,3,3,0
22,(Mon) 1 Jan 1996 (W1),Wimbledon FC ,2-3,0-3,Everton FC ,1995,ENG,2,3,0,3,1,0,3
22,(Tue) 2 Jan 1996 (W1),Newcastle United FC ,2-0,1-0,Arsenal FC ,1995,ENG,2,0,1,0,2,3,0
22,(Tue) 2 Jan 1996 (W1),Queens Park Rangers FC ,1-2,0-0,Chelsea FC ,1995,ENG,1,2,0,0,1,0,3
22,(Sat) 13 Jan 1996 (W2),Bolton Wanderers FC ,1-0,1-0,Wimbledon FC ,1995,ENG,1,0,1,0,1,3,0
22,(Sat) 13 Jan 1996 (W2),Everton FC ,1-1,1-1,Chelsea FC ,1995,ENG,1,1,1,1,0,1,1
22,(Sat) 13 Jan 1996 (W2),Leeds United FC ,2-0,1-0,West Ham United FC ,1995,ENG,2,0,1,0,2,3,0
22,(Sat) 13 Jan 1996 (W2),Manchester United FC ,0-0,0-0,Aston Villa FC ,1995,ENG,0,0,0,0,0,1,1
22,(Sat) 13 Jan 1996 (W2),Middlesbrough FC ,2-3,1-1,Arsenal FC ,1995,ENG,2,3,1,1,1,0,3
22,(Sat) 13 Jan 1996 (W2),Nottingham Forest FC ,1-0,1-0,Southampton FC ,1995,ENG,1,0,1,0,1,3,0
23,(Sat) 13 Jan 1996 (W2),Queens Park Rangers FC ,0-1,0-0,Blackburn Rovers FC ,1995,ENG,0,1,0,0,1,0,3
23,(Sat) 13 Jan 1996 (W2),Sheffield Wednesday FC ,1-1,1-0,Liverpool FC ,1995,ENG,1,1,1,0,0,1,1
23,(Sat) 13 Jan 1996 (W2),Tottenham Hotspur FC ,1-0,0-0,Manchester City FC ,1995,ENG,1,0,0,0,1,3,0
23,(Sun) 14 Jan 1996 (W2),Coventry City FC ,0-1,0-1,Newcastle United FC ,1995,ENG,0,1,0,1,1,0,3
23,(Sat) 20 Jan 1996 (W3),Arsenal FC ,1-2,1-0,Everton FC ,1995,ENG,1,2,1,0,1,0,3
23,(Sat) 20 Jan 1996 (W3),Blackburn Rovers FC ,3-0,2-0,Sheffield Wednesday FC ,1995,ENG,3,0,2,0,3,3,0
23,(Sat) 20 Jan 1996 (W3),Chelsea FC ,1-0,0-0,Nottingham Forest FC ,1995,ENG,1,0,0,0,1,3,0
23,(Sat) 20 Jan 1996 (W3),Liverpool FC ,5-0,1-0,Leeds United FC ,1995,ENG,5,0,1,0,5,3,0
23,(Sat) 20 Jan 1996 (W3),Manchester City FC ,1-1,0-0,Coventry City FC ,1995,ENG,1,1,0,0,0,1,1
23,(Sat) 20 Jan 1996 (W3),Newcastle United FC ,2-1,2-1,Bolton Wanderers FC ,1995,ENG,2,1,2,1,1,3,0
24,(Sat) 20 Jan 1996 (W3),Southampton FC ,2-1,0-1,Middlesbrough FC ,1995,ENG,2,1,0,1,1,3,0
24,(Sat) 20 Jan 1996 (W3),Wimbledon FC ,2-1,1-0,Queens Park Rangers FC ,1995,ENG,2,1,1,0,1,3,0
24,(Sun) 21 Jan 1996 (W3),Aston Villa FC ,2-1,1-1,Tottenham Hotspur FC ,1995,ENG,2,1,1,1,1,3,0
24,(Tue) 23 Jan 1996 (W4),West Ham United FC ,0-1,0-1,Manchester United FC ,1995,ENG,0,1,0,1,1,0,3
24,(Wed) 31 Jan 1996 (W5),Aston Villa FC ,0-2,0-0,Liverpool FC ,1995,ENG,0,2,0,0,2,0,3
24,(Wed) 31 Jan 1996 (W5),Nottingham Forest FC ,2-1,1-0,Leeds United FC ,1995,ENG,2,1,1,0,1,3,0
24,(Wed) 31 Jan 1996 (W5),Southampton FC ,1-1,0-0,Manchester City FC ,1995,ENG,1,1,0,0,0,1,1
24,(Wed) 31 Jan 1996 (W5),West Ham United FC ,3-2,0-0,Coventry City FC ,1995,ENG,3,2,0,0,1,3,0
24,(Sat) 3 Feb 1996 (W5),Arsenal FC ,1-1,1-1,Coventry City FC ,1995,ENG,1,1,1,1,0,1,1
24,(Sat) 3 Feb 1996 (W5),Aston Villa FC ,3-0,2-0,Leeds United FC ,1995,ENG,3,0,2,0,3,3,0
25,(Sat) 3 Feb 1996 (W5),Blackburn Rovers FC ,3-1,1-1,Bolton Wanderers FC ,1995,ENG,3,1,1,1,2,3,0
25,(Sat) 3 Feb 1996 (W5),Liverpool FC ,0-0,0-0,Tottenham Hotspur FC ,1995,ENG,0,0,0,0,0,1,1
25,(Sat) 3 Feb 1996 (W5),Manchester City FC ,2-0,1-0,Queens Park Rangers FC ,1995,ENG,2,0,1,0,2,3,0
25,(Sat) 3 Feb 1996 (W5),Newcastle United FC ,2-0,0-0,Sheffield Wednesday FC ,1995,ENG,2,0,0,0,2,3,0
25,(Sat) 3 Feb 1996 (W5),Southampton FC ,2-2,0-0,Everton FC ,1995,ENG,2,2,0,0,0,1,1
25,(Sat) 3 Feb 1996 (W5),West Ham United FC ,1-0,1-0,Nottingham Forest FC ,1995,ENG,1,0,1,0,1,3,0
25,(Sat) 3 Feb 1996 (W5),Wimbledon FC ,2-4,0-2,Manchester United FC ,1995,ENG,2,4,0,2,2,0,3
25,(Sun) 4 Feb 1996 (W5),Chelsea FC ,5-0,3-0,Middlesbrough FC ,1995,ENG,5,0,3,0,5,3,0
25,(Sat) 10 Feb 1996 (W6),Bolton Wanderers FC ,0-2,0-1,Aston Villa FC ,1995,ENG,0,2,0,1,2,0,3
25,(Sat) 10 Feb 1996 (W6),Coventry City FC ,1-0,1-0,Chelsea FC ,1995,ENG,1,0,1,0,1,3,0
26,(Sat) 10 Feb 1996 (W6),Everton FC ,2-0,1-0,Manchester City FC ,1995,ENG,2,0,1,0,2,3,0
26,(Sat) 10 Feb 1996 (W6),Manchester United FC ,1-0,1-0,Blackburn Rovers FC ,1995,ENG,1,0,1,0,1,3,0
26,(Sat) 10 Feb 1996 (W6),Middlesbrough FC ,1-2,1-0,Newcastle United FC ,1995,ENG,1,2,1,0,1,0,3
26,(Sat) 10 Feb 1996 (W6),Nottingham Forest FC ,0-1,0-0,Arsenal FC ,1995,ENG,0,1,0,0,1,0,3
26,(Sat) 10 Feb 1996 (W6),Sheffield Wednesday FC ,2-1,0-0,Wimbledon FC ,1995,ENG,2,1,0,0,1,3,0
26,(Sun) 11 Feb 1996 (W6),Queens Park Rangers FC ,1-2,0-2,Liverpool FC ,1995,ENG,1,2,0,2,1,0,3
26,(Mon) 12 Feb 1996 (W7),Tottenham Hotspur FC ,0-1,0-1,West Ham United FC ,1995,ENG,0,1,0,1,1,0,3
26,(Sat) 17 Feb 1996 (W7),Chelsea FC ,1-2,1-0,West Ham United FC ,1995,ENG,1,2,1,0,1,0,3
26,(Sat) 17 Feb 1996 (W7),Middlesbrough FC ,1-4,1-2,Bolton Wanderers FC ,1995,ENG,1,4,1,2,3,0,3
26,(Sat) 17 Feb 1996 (W7),Sheffield Wednesday FC ,1-3,1-1,Queens Park Rangers FC ,1995,ENG,1,3,1,1,2,0,3
27,(Wed) 21 Feb 1996 (W8),Manchester United FC ,2-0,1-0,Everton FC ,1995,ENG,2,0,1,0,2,3,0
27,(Wed) 21 Feb 1996 (W8),West Ham United FC ,2-0,1-0,Newcastle United FC ,1995,ENG,2,0,1,0,2,3,0
27,(Sat) 24 Feb 1996 (W8),Blackburn Rovers FC ,2-3,1-2,Liverpool FC ,1995,ENG,2,3,1,2,1,0,3
27,(Sat) 24 Feb 1996 (W8),Coventry City FC ,0-0,0-0,Middlesbrough FC ,1995,ENG,0,0,0,0,0,1,1
27,(Sat) 24 Feb 1996 (W8),Everton FC ,3-0,0-0,Nottingham Forest FC ,1995,ENG,3,0,0,0,3,3,0
27,(Sat) 24 Feb 1996 (W8),Manchester City FC ,3-3,1-1,Newcastle United FC ,1995,ENG,3,3,1,1,0,1,1
27,(Sat) 24 Feb 1996 (W8),Southampton FC ,2-3,2-2,Chelsea FC ,1995,ENG,2,3,2,2,1,0,3
27,(Sat) 24 Feb 1996 (W8),Tottenham Hotspur FC ,1-0,1-0,Sheffield Wednesday FC ,1995,ENG,1,0,1,0,1,3,0
27,(Sat) 24 Feb 1996 (W8),West Ham United FC ,0-1,0-1,Arsenal FC ,1995,ENG,0,1,0,1,1,0,3
27,(Sat) 24 Feb 1996 (W8),Wimbledon FC ,3-3,1-1,Aston Villa FC ,1995,ENG,3,3,1,1,0,1,1
28,(Sun) 25 Feb 1996 (W8),Bolton Wanderers FC ,0-6,0-2,Manchester United FC ,1995,ENG,0,6,0,2,6,0,3
28,(Wed) 28 Feb 1996 (W9),Aston Villa FC ,2-0,0-0,Blackburn Rovers FC ,1995,ENG,2,0,0,0,2,3,0
28,(Sat) 2 Mar 1996 (W9),Coventry City FC ,2-2,2-2,West Ham United FC ,1995,ENG,2,2,2,2,0,1,1
28,(Sat) 2 Mar 1996 (W9),Leeds United FC ,0-1,0-1,Bolton Wanderers FC ,1995,ENG,0,1,0,1,1,0,3
28,(Sat) 2 Mar 1996 (W9),Manchester City FC ,1-1,0-0,Blackburn Rovers FC ,1995,ENG,1,1,0,0,0,1,1
28,(Sat) 2 Mar 1996 (W9),Middlesbrough FC ,0-2,0-2,Everton FC ,1995,ENG,0,2,0,2,2,0,3
28,(Sat) 2 Mar 1996 (W9),Queens Park Rangers FC ,1-1,1-0,Arsenal FC ,1995,ENG,1,1,1,0,0,1,1
28,(Sat) 2 Mar 1996 (W9),Sheffield Wednesday FC ,1-3,0-1,Nottingham Forest FC ,1995,ENG,1,3,0,1,2,0,3
28,(Sat) 2 Mar 1996 (W9),Tottenham Hotspur FC ,1-0,0-0,Southampton FC ,1995,ENG,1,0,0,0,1,3,0
28,(Sat) 2 Mar 1996 (W9),Wimbledon FC ,1-1,1-1,Chelsea FC ,1995,ENG,1,1,1,1,0,1,1
29,(Sun) 3 Mar 1996 (W9),Liverpool FC ,3-0,3-0,Aston Villa FC ,1995,ENG,3,0,3,0,3,3,0
29,(Mon) 4 Mar 1996 (W10),Newcastle United FC ,0-1,0-0,Manchester United FC ,1995,ENG,0,1,0,0,1,0,3
29,(Tue) 5 Mar 1996 (W10),Arsenal FC ,3-1,2-0,Manchester City FC ,1995,ENG,3,1,2,0,2,3,0
29,(Wed) 6 Mar 1996 (W10),Aston Villa FC ,3-2,0-1,Sheffield Wednesday FC ,1995,ENG,3,2,0,1,1,3,0
29,(Wed) 6 Mar 1996 (W10),Queens Park Rangers FC ,1-2,1-2,Leeds United FC ,1995,ENG,1,2,1,2,1,0,3
29,(Sat) 9 Mar 1996 (W10),Aston Villa FC ,4-2,1-0,Queens Park Rangers FC ,1995,ENG,4,2,1,0,2,3,0
29,(Sat) 9 Mar 1996 (W10),Everton FC ,2-2,2-1,Coventry City FC ,1995,ENG,2,2,2,1,0,1,1
29,(Sat) 9 Mar 1996 (W10),West Ham United FC ,2-0,1-0,Middlesbrough FC ,1995,ENG,2,0,1,0,2,3,0
29,(Tue) 12 Mar 1996 (W11),Chelsea FC ,1-1,1-1,Manchester City FC ,1995,ENG,1,1,1,1,0,1,1
29,(Wed) 13 Mar 1996 (W11),Blackburn Rovers FC ,1-0,0-0,Leeds United FC ,1995,ENG,1,0,0,0,1,3,0
30,(Wed) 13 Mar 1996 (W11),Liverpool FC ,2-2,1-0,Wimbledon FC ,1995,ENG,2,2,1,0,0,1,1
30,(Sat) 16 Mar 1996 (W11),Coventry City FC ,0-2,0-0,Bolton Wanderers FC ,1995,ENG,0,2,0,0,2,0,3
30,(Sat) 16 Mar 1996 (W11),Liverpool FC ,2-0,0-0,Chelsea FC ,1995,ENG,2,0,0,0,2,3,0
30,(Sat) 16 Mar 1996 (W11),Manchester City FC ,2-1,2-0,Southampton FC ,1995,ENG,2,1,2,0,1,3,0
30,(Sat) 16 Mar 1996 (W11),Middlesbrough FC ,1-1,0-0,Nottingham Forest FC ,1995,ENG,1,1,0,0,0,1,1
30,(Sat) 16 Mar 1996 (W11),Queens Park Rangers FC ,1-1,0-0,Manchester United FC ,1995,ENG,1,1,0,0,0,1,1
30,(Sat) 16 Mar 1996 (W11),Sheffield Wednesday FC ,2-0,0-0,Aston Villa FC ,1995,ENG,2,0,0,0,2,3,0
30,(Sat) 16 Mar 1996 (W11),Tottenham Hotspur FC ,2-3,0-2,Blackburn Rovers FC ,1995,ENG,2,3,0,2,1,0,3
30,(Sat) 16 Mar 1996 (W11),Wimbledon FC ,0-3,0-0,Arsenal FC ,1995,ENG,0,3,0,0,3,0,3
30,(Sun) 17 Mar 1996 (W11),Leeds United FC ,2-2,2-1,Everton FC ,1995,ENG,2,2,2,1,0,1,1
31,(Mon) 18 Mar 1996 (W12),Newcastle United FC ,3-0,1-0,West Ham United FC ,1995,ENG,3,0,1,0,3,3,0
31,(Tue) 19 Mar 1996 (W12),Aston Villa FC ,0-0,0-0,Middlesbrough FC ,1995,ENG,0,0,0,0,0,1,1
31,(Wed) 20 Mar 1996 (W12),Bolton Wanderers FC ,2-3,0-1,Tottenham Hotspur FC ,1995,ENG,2,3,0,1,1,0,3
31,(Wed) 20 Mar 1996 (W12),Manchester United FC ,1-0,0-0,Arsenal FC ,1995,ENG,1,0,0,0,1,3,0
31,(Wed) 20 Mar 1996 (W12),Southampton FC ,0-1,0-1,Sheffield Wednesday FC ,1995,ENG,0,1,0,1,1,0,3
31,(Sat) 23 Mar 1996 (W12),Arsenal FC ,2-0,2-0,Newcastle United FC ,1995,ENG,2,0,2,0,2,3,0
31,(Sat) 23 Mar 1996 (W12),Bolton Wanderers FC ,2-1,1-1,Sheffield Wednesday FC ,1995,ENG,2,1,1,1,1,3,0
31,(Sat) 23 Mar 1996 (W12),Chelsea FC ,1-1,1-1,Queens Park Rangers FC ,1995,ENG,1,1,1,1,0,1,1
31,(Sat) 23 Mar 1996 (W12),Everton FC ,2-4,1-1,Wimbledon FC ,1995,ENG,2,4,1,1,2,0,3
31,(Sat) 23 Mar 1996 (W12),Nottingham Forest FC ,1-0,1-0,Liverpool FC ,1995,ENG,1,0,1,0,1,3,0
32,(Sat) 23 Mar 1996 (W12),West Ham United FC ,4-2,1-0,Manchester City FC ,1995,ENG,4,2,1,0,2,3,0
32,(Sun) 24 Mar 1996 (W12),Manchester United FC ,1-0,0-0,Tottenham Hotspur FC ,1995,ENG,1,0,0,0,1,3,0
32,(Mon) 25 Mar 1996 (W13),Southampton FC ,1-0,1-0,Coventry City FC ,1995,ENG,1,0,1,0,1,3,0
32,(Sat) 30 Mar 1996 (W13),Blackburn Rovers FC ,0-3,0-0,Everton FC ,1995,ENG,0,3,0,0,3,0,3
32,(Sat) 30 Mar 1996 (W13),Bolton Wanderers FC ,1-1,0-1,Manchester City FC ,1995,ENG,1,1,0,1,0,1,1
32,(Sat) 30 Mar 1996 (W13),Leeds United FC ,0-1,0-1,Middlesbrough FC ,1995,ENG,0,1,0,1,1,0,3
32,(Sat) 30 Mar 1996 (W13),Queens Park Rangers FC ,3-0,1-0,Southampton FC ,1995,ENG,3,0,1,0,3,3,0
32,(Sat) 30 Mar 1996 (W13),Tottenham Hotspur FC ,3-1,1-0,Coventry City FC ,1995,ENG,3,1,1,0,2,3,0
32,(Sat) 30 Mar 1996 (W13),Wimbledon FC ,1-0,0-0,Nottingham Forest FC ,1995,ENG,1,0,0,0,1,3,0
32,(Wed) 3 Apr 1996 (W14),Leeds United FC ,1-0,0-0,Southampton FC ,1995,ENG,1,0,0,0,1,3,0
33,(Wed) 3 Apr 1996 (W14),Liverpool FC ,4-3,1-2,Newcastle United FC ,1995,ENG,4,3,1,2,1,3,0
33,(Fri) 5 Apr 1996 (W14),Middlesbrough FC ,3-1,0-0,Sheffield Wednesday FC ,1995,ENG,3,1,0,0,2,3,0
33,(Sat) 6 Apr 1996 (W14),Arsenal FC ,2-1,1-0,Leeds United FC ,1995,ENG,2,1,1,0,1,3,0
33,(Sat) 6 Apr 1996 (W14),Chelsea FC ,1-2,1-1,Aston Villa FC ,1995,ENG,1,2,1,1,1,0,3
33,(Sat) 6 Apr 1996 (W14),Coventry City FC ,1-0,1-0,Liverpool FC ,1995,ENG,1,0,1,0,1,3,0
33,(Sat) 6 Apr 1996 (W14),Everton FC ,3-0,1-0,Bolton Wanderers FC ,1995,ENG,3,0,1,0,3,3,0
33,(Sat) 6 Apr 1996 (W14),Manchester City FC ,2-3,1-2,Manchester United FC ,1995,ENG,2,3,1,2,1,0,3
33,(Sat) 6 Apr 1996 (W14),Newcastle United FC ,2-1,0-0,Queens Park Rangers FC ,1995,ENG,2,1,0,0,1,3,0
33,(Sat) 6 Apr 1996 (W14),Nottingham Forest FC ,2-1,1-0,Tottenham Hotspur FC ,1995,ENG,2,1,1,0,1,3,0
33,(Sat) 6 Apr 1996 (W14),Southampton FC ,1-0,0-0,Blackburn Rovers FC ,1995,ENG,1,0,0,0,1,3,0
34,(Sat) 6 Apr 1996 (W14),West Ham United FC ,1-1,1-1,Wimbledon FC ,1995,ENG,1,1,1,1,0,1,1
34,(Mon) 8 Apr 1996 (W15),Aston Villa FC ,3-0,0-0,Southampton FC ,1995,ENG,3,0,0,0,3,3,0
34,(Mon) 8 Apr 1996 (W15),Blackburn Rovers FC ,2-1,0-0,Newcastle United FC ,1995,ENG,2,1,0,0,1,3,0
34,(Mon) 8 Apr 1996 (W15),Bolton Wanderers FC ,2-1,2-1,Chelsea FC ,1995,ENG,2,1,2,1,1,3,0
34,(Mon) 8 Apr 1996 (W15),Leeds United FC ,1-3,1-2,Nottingham Forest FC ,1995,ENG,1,3,1,2,2,0,3
34,(Mon) 8 Apr 1996 (W15),Liverpool FC ,2-0,2-0,West Ham United FC ,1995,ENG,2,0,2,0,2,3,0
34,(Mon) 8 Apr 1996 (W15),Manchester United FC ,1-0,0-0,Coventry City FC ,1995,ENG,1,0,0,0,1,3,0
34,(Mon) 8 Apr 1996 (W15),Queens Park Rangers FC ,3-1,2-0,Everton FC ,1995,ENG,3,1,2,0,2,3,0
34,(Mon) 8 Apr 1996 (W15),Sheffield Wednesday FC ,1-0,0-0,Arsenal FC ,1995,ENG,1,0,0,0,1,3,0
34,(Mon) 8 Apr 1996 (W15),Tottenham Hotspur FC ,1-1,0-0,Middlesbrough FC ,1995,ENG,1,1,0,0,0,1,1
35,(Mon) 8 Apr 1996 (W15),Wimbledon FC ,3-0,1-0,Manchester City FC ,1995,ENG,3,0,1,0,3,3,0
35,(Sat) 13 Apr 1996 (W15),Chelsea FC ,4-1,3-0,Leeds United FC ,1995,ENG,4,1,3,0,3,3,0
35,(Sat) 13 Apr 1996 (W15),Coventry City FC ,1-0,0-0,Queens Park Rangers FC ,1995,ENG,1,0,0,0,1,3,0
35,(Sat) 13 Apr 1996 (W15),Manchester City FC ,1-0,0-0,Sheffield Wednesday FC ,1995,ENG,1,0,0,0,1,3,0
35,(Sat) 13 Apr 1996 (W15),Middlesbrough FC ,1-2,1-1,Wimbledon FC ,1995,ENG,1,2,1,1,1,0,3
35,(Sat) 13 Apr 1996 (W15),Nottingham Forest FC ,1-5,1-3,Blackburn Rovers FC ,1995,ENG,1,5,1,3,4,0,3
35,(Sat) 13 Apr 1996 (W15),Southampton FC ,3-1,3-0,Manchester United FC ,1995,ENG,3,1,3,0,2,3,0
35,(Sat) 13 Apr 1996 (W15),West Ham United FC ,1-0,1-0,Bolton Wanderers FC ,1995,ENG,1,0,1,0,1,3,0
35,(Sun) 14 Apr 1996 (W15),Newcastle United FC ,1-0,0-0,Aston Villa FC ,1995,ENG,1,0,0,0,1,3,0
35,(Mon) 15 Apr 1996 (W16),Arsenal FC ,0-0,0-0,Tottenham Hotspur FC ,1995,ENG,0,0,0,0,0,1,1
36,(Tue) 16 Apr 1996 (W16),Everton FC ,1-1,1-0,Liverpool FC ,1995,ENG,1,1,1,0,0,1,1
36,(Wed) 17 Apr 1996 (W16),Aston Villa FC ,1-1,1-0,West Ham United FC ,1995,ENG,1,1,1,0,0,1,1
36,(Wed) 17 Apr 1996 (W16),Blackburn Rovers FC ,3-2,1-1,Wimbledon FC ,1995,ENG,3,2,1,1,1,3,0
36,(Wed) 17 Apr 1996 (W16),Manchester United FC ,1-0,0-0,Leeds United FC ,1995,ENG,1,0,0,0,1,3,0
36,(Wed) 17 Apr 1996 (W16),Newcastle United FC ,1-0,1-0,Southampton FC ,1995,ENG,1,0,1,0,1,3,0
36,(Wed) 17 Apr 1996 (W16),Nottingham Forest FC ,0-0,0-0,Coventry City FC ,1995,ENG,0,0,0,0,0,1,1
36,(Wed) 17 Apr 1996 (W16),Sheffield Wednesday FC ,0-0,0-0,Chelsea FC ,1995,ENG,0,0,0,0,0,1,1
36,(Sat) 27 Apr 1996 (W17),Aston Villa FC ,0-1,0-0,Manchester City FC ,1995,ENG,0,1,0,0,1,0,3
36,(Sat) 27 Apr 1996 (W17),Blackburn Rovers FC ,1-1,1-0,Arsenal FC ,1995,ENG,1,1,1,0,0,1,1
36,(Sat) 27 Apr 1996 (W17),Bolton Wanderers FC ,0-1,0-1,Southampton FC ,1995,ENG,0,1,0,1,1,0,3
37,(Sat) 27 Apr 1996 (W17),Liverpool FC ,1-0,0-0,Middlesbrough FC ,1995,ENG,1,0,0,0,1,3,0
37,(Sat) 27 Apr 1996 (W17),Queens Park Rangers FC ,3-0,0-0,West Ham United FC ,1995,ENG,3,0,0,0,3,3,0
37,(Sat) 27 Apr 1996 (W17),Sheffield Wednesday FC ,2-5,1-3,Everton FC ,1995,ENG,2,5,1,3,3,0,3
37,(Sat) 27 Apr 1996 (W17),Tottenham Hotspur FC ,1-1,0-1,Chelsea FC ,1995,ENG,1,1,0,1,0,1,1
37,(Sat) 27 Apr 1996 (W17),Wimbledon FC ,0-2,0-0,Coventry City FC ,1995,ENG,0,2,0,0,2,0,3
37,(Sun) 28 Apr 1996 (W17),Manchester United FC ,5-0,2-0,Nottingham Forest FC ,1995,ENG,5,0,2,0,5,3,0
37,(Mon) 29 Apr 1996 (W18),Leeds United FC ,0-1,0-1,Newcastle United FC ,1995,ENG,0,1,0,1,1,0,3
37,(Wed) 1 May 1996 (W18),Arsenal FC ,0-0,0-0,Liverpool FC ,1995,ENG,0,0,0,0,0,1,1
37,(Thu) 2 May 1996 (W18),Leeds United FC ,1-3,1-2,Tottenham Hotspur FC ,1995,ENG,1,3,1,2,2,0,3
37,(Thu) 2 May 1996 (W18),Nottingham Forest FC ,1-1,0-1,Newcastle United FC ,1995,ENG,1,1,0,1,0,1,1
38,(Sat) 4 May 1996 (W18),Arsenal FC ,2-1,0-0,Bolton Wanderers FC ,1995,ENG,2,1,0,0,1,3,0
38,(Sat) 4 May 1996 (W18),Chelsea FC ,2-3,1-1,Blackburn Rovers FC ,1995,ENG,2,3,1,1,1,0,3
38,(Sat) 4 May 1996 (W18),Coventry City FC ,0-0,0-0,Leeds United FC ,1995,ENG,0,0,0,0,0,1,1
38,(Sat) 4 May 1996 (W18),Everton FC ,1-0,0-0,Aston Villa FC ,1995,ENG,1,0,0,0,1,3,0
38,(Sat) 4 May 1996 (W18),Manchester City FC ,2-2,0-2,Liverpool FC ,1995,ENG,2,2,0,2,0,1,1
38,(Sat) 4 May 1996 (W18),Middlesbrough FC ,0-3,0-1,Manchester United FC ,1995,ENG,0,3,0,1,3,0,3
38,(Sat) 4 May 1996 (W18),Newcastle United FC ,1-1,0-0,Tottenham Hotspur FC ,1995,ENG,1,1,0,0,0,1,1
38,(Sat) 4 May 1996 (W18),Nottingham Forest FC ,3-0,1-0,Queens Park Rangers FC ,1995,ENG,3,0,1,0,3,3,0
38,(Sat) 4 May 1996 (W18),Southampton FC ,0-0,0-0,Wimbledon FC ,1995,ENG,0,0,0,0,0,1,1
38,(Sat) 4 May 1996 (W18),West Ham United FC ,1-1,0-0,Sheffield Wednesday FC ,1995,ENG,1,1,0,0,0,1,1
1,(Sat) 17 Aug 1996 (W33),Arsenal FC ,2-0,2-0,West Ham United FC ,1996,ENG,2,0,2,0,2,3,0
1,(Sat) 17 Aug 1996 (W33),Blackburn Rovers FC ,0-2,0-1,Tottenham Hotspur FC ,1996,ENG,0,2,0,1,2,0,3
1,(Sat) 17 Aug 1996 (W33),Coventry City FC ,0-3,0-2,Nottingham Forest FC ,1996,ENG,0,3,0,2,3,0,3
1,(Sat) 17 Aug 1996 (W33),Derby County FC ,3-3,0-1,Leeds United FC ,1996,ENG,3,3,0,1,0,1,1
1,(Sat) 17 Aug 1996 (W33),Everton FC ,2-0,2-0,Newcastle United FC ,1996,ENG,2,0,2,0,2,3,0
1,(Sat) 17 Aug 1996 (W33),Middlesbrough FC ,3-3,2-2,Liverpool FC ,1996,ENG,3,3,2,2,0,1,1
1,(Sat) 17 Aug 1996 (W33),Sheffield Wednesday FC ,2-1,0-0,Aston Villa FC ,1996,ENG,2,1,0,0,1,3,0
1,(Sat) 17 Aug 1996 (W33),Sunderland AFC ,0-0,0-0,Leicester City FC ,1996,ENG,0,0,0,0,0,1,1
1,(Sat) 17 Aug 1996 (W33),Wimbledon FC ,0-3,0-1,Manchester United FC ,1996,ENG,0,3,0,1,3,0,3
1,(Sun) 18 Aug 1996 (W33),Southampton FC ,0-0,0-0,Chelsea FC ,1996,ENG,0,0,0,0,0,1,1
2,(Mon) 19 Aug 1996 (W34),Liverpool FC ,2-0,0-0,Arsenal FC ,1996,ENG,2,0,0,0,2,3,0
2,(Tue) 20 Aug 1996 (W34),Leeds United FC ,0-2,0-1,Sheffield Wednesday FC ,1996,ENG,0,2,0,1,2,0,3
